x,y
-14.164,2.3464
0.18724,10.745
4.9485,24.615
11.395,26.995
11.025,26.598
8.3118,25.502
8.0504,25.243
7.5996,24.878
6.15,24.497
0.58415,27.055
-2.5732,20.926
-7.6653,14.58
-11.436,6.0537
-19.349,12.666
-19.434,12.704
-22.394,8.9577
-26.447,6.7635
-26.793,9.3426
-28.887,6.5561
-26.382,6.4103
-11.655,5.986
-11.3,5.8762
-2.3356,11.171
-2.1566,11.668
-2.0513,11.496
-2.124,10.878
-11.392,5.9928
-11.91,6.1376
-28.563,-1.9305
-29.572,-0.37427
-29.868,1.5052
-29.958,1.6465
-30.102,1.6949
-30.229,1.6291
-33.772,1.2935
-33.863,1.5005
-33.635,1.9286
-33.465,2.2279
-33.458,2.2885
-33.504,2.3478
-33.566,2.3986
-36.654,5.136
-34.078,2.332
-40.663,5.5793
-40.101,5.2675
-39.559,5.7696
-37.76,8.4076
-37.614,8.3482
-36.016,7.5808
-35.357,7.5275
-28.597,10.153
-20.667,10.843
-18.61,11.518
-17.187,13.821
-10.684,18.873
-10.702,18.857
-10.949,18.167
-18.14,13.324
-21.712,10.074
-22.304,7.523
-33.749,5.9642
-38.178,5.6199
-38.055,6.1297
-38.175,6.5318
-37.731,6.4968
-37.057,6.3567
-32.576,3.9002
-32.438,3.9372
-32.067,3.7826
-25.832,6.1868
-25.64,6.129
-25.131,4.5616
-20.349,4.6845
-8.8228,15.288
-9.1974,15.383
-8.8952,15.556
-9.0715,15.516
-12.308,11.981
-16.664,-11.082
-16.291,-9.4749
-25.094,-4.1866
-20.644,9.5744
-20.76,10.138
5.271,-5.099
3.0433,-8.3965
2.0117,-13.12
2.3701,-12.149
3.8557,-11.84
5.2169,-11.561
-8.3975,-16.038
-19.896,-13.759
-19.141,-13.754
-9.056,-15.529
-8.9311,-15.597
-8.7362,-15.693
-1.0284,-26.314
2.9945,-22.13
4.6905,-21.05
6.4232,-20.543
6.5651,-20.179
5.0531,-21.135
4.0475,-22.005
9.8195,-33.892
10.302,-33.579
10.521,-33.391
10.644,-33.364
10.823,-33.173
10.936,-33.143
11.064,-33.159
11.107,-33.187
11.136,-33.217
11.161,-33.225
11.153,-33.243
11.129,-33.249
11.138,-33.294
11.123,-33.391
11.063,-33.494
10.912,-33.683
10.745,-33.866
10.712,-33.872
11.306,-32.528
10.681,-33.797
11.249,-32.521
11.153,-32.499
11.151,-32.292
11.272,-31.823
11.458,-37.615
11.342,-38.506
10.535,-40.847
10.576,-40.789
10.634,-40.816
10.842,-41.044
12.846,-41.953
12.656,-42.278
8.8516,-43.518
8.6439,-43.428
10.074,-41.475
9.9888,-41.4
9.8224,-41.539
10.049,-41.628
10.239,-41.743
10.33,-41.768
10.576,-41.55
11.468,-41.179
12.995,-41.823
13.147,-42.06
13.314,-42.916
12.885,-43.601
8.8822,-43.948
9.2104,-43.632
10.463,-41.717
10.557,-41.54
10.59,-41.563
10.517,-41.597
10.315,-41.671
8.8318,-43.623
8.4134,-43.979
8.2251,-44.044
8.0224,-43.974
7.2158,-43.564
7.2789,-43.483
8.3665,-43.951
8.5538,-44.083
8.5951,-44.033
8.5169,-43.858
8.0153,-45.081
7.9725,-45.227
8.203,-45.057
8.4848,-44.753
8.7389,-44.321
8.9812,-43.886
9.1681,-43.637
10.218,-41.934
10.335,-41.779
10.626,-46.468
11.326,-45.54
10.863,-43.878
10.814,-44.155
10.83,-44.351
10.66,-44.33
10.412,-46.538
10.035,-46.464
4.9619,-45.382
8.7074,-44.353
8.5214,-44.58
8.4468,-44.602
8.3558,-44.571
8.1639,-44.568
6.9898,-44.982
6.6215,-45.068
5.9256,-45.327
3.0945,-42.786
4.9619,-45.382
-7.4197,-41.503
-2.3426,-41.431
-4.4752,-42.54
-6.2013,-41.566
-5.2124,-41.831
-3.7471,-35.683
-1.5073,-32.595
-0.36075,-31.643
2.598,-21.82
27.97,9.8405
24.682,17.997
26.327,19.153
26.587,19.569
26.56,19.664
26.299,19.437
25.594,18.931
24.759,18.41
22.322,17.098
22.345,16.509
-10.14,-27.48
-18.036,-31.651
-18.743,-32.273
-18.819,-33.505
-18.999,-33.429
-19.717,-31.994
-23.12,-29.698
-23.328,-29.428
-23.79,-28.811
-24.258,-28.565
-24.431,-28.553
-24.443,-28.576
-24.376,-28.565
-24.095,-28.594
-23.096,-28.877
-22.647,-28.962
-22.563,-28.825
-22.49,-28.644
-22.465,-28.444
-22.353,-28.336
-22.181,-28.444
-21.847,-28.751
-21.704,-28.71
-21.448,-28.746
-16.401,-29.226
-16.304,-29.391
-16.495,-28.998
-19.541,-21.815
-22.137,-18.889
-24.041,-14.156
-23.571,-13.701
-23.727,-13.728
-24.183,-14.062
-24.518,-14.625
-24.577,-14.791
-29.38,-12.797
-32.191,-15.305
-34.879,-16.126
-37.84,-14.237
-38.584,-14.399
-39.724,-14.666
-39.882,-14.656
-40.11,-15.044
-40.387,-15.964
-40.107,-19.548
-38.483,-16.539
-40.107,-19.548
-38.46,-14.644
-38.243,-14.679
-38.116,-14.843
-38.022,-14.777
-33.917,-18.893
-33.562,-19.156
-33.379,-19.305
-33.289,-19.398
-33.19,-19.506
-33.089,-19.654
-32.492,-20.747
-28.69,-25.057
-28.481,-25.127
-28.06,-25.196
-27.685,-25.346
-27.231,-25.548
-26.128,-25.36
-22.788,-27.975
-22.536,-27.991
-22.362,-27.812
-22.284,-27.639
-20.187,-24.485
-20.218,-24.408
-20.187,-24.281
-20.152,-24.163
-20.077,-24.14
-20.09,-24.065
-20.094,-24.027
-20.091,-23.989
-20.114,-23.846
-26.395,-15.099
-28.065,-15.942
-27.77,-11.946
-14.605,-14.263
-14.693,-15.497
-14.556,-15.716
-14.491,-15.667
-24.944,-8.8788
-24.959,-8.9623
-24.948,-8.903
-24.934,-8.8171
-25.11,-8.9698
-25.127,-8.939
-25.199,-8.9689
-25.311,-9.0072
-25.423,-9.1236
-25.457,-9.1307
-16.213,-17.884
-16.472,-18.306
-25.262,-16.954
-16.25,-19.557
-16.104,-19.889
-16.022,-20.184
-15.937,-20.068
-16.468,-20.346
-16.665,-20.554
-16.686,-20.611
-16.639,-20.633
-16.29,-20.336
-15.519,-18.66
3.9473,3.0174
11.89,9.714
12.713,10.948
15.195,12.609
15.136,12.348
15.824,13.007
15.91,13.664
16.422,17.1
1.5191,7.7532
2.3741,7.2606
-22.502,-3.9385
-22.447,-6.1645
-22.951,-6.5296
-24.345,-7.3806
-38.088,-10.81
-38.616,-10.877
-34.939,-2.4585
-38.047,-5.2157
-38.077,-5.05
-38.092,-4.9548
-39.879,-2.0937
-38.858,-0.47503
-39.161,-0.51282
-39.354,-0.49546
-39.179,-0.45323
-38.569,1.5613
-37.723,2.8027
-32.878,4.0697
-32.637,4.378
-32.664,4.0553
-9.9866,9.9046
-9.8129,10.013
-37.734,2.5861
-38.023,2.0528
-38.3,1.7009
-38.64,1.3172
-39.96,1.6444
-40.318,1.5867
-40.063,1.6625
-39.801,1.73
-42.328,0.70502
-36.063,13.339
-13.514,15.669
-13.362,15.814
-14.678,22.024
-14.631,22.095
-14.292,25.545
-14.599,21.676
-13.218,16.167
-13.222,15.964
-13.508,15.804
-27.042,10.791
-39.594,4.9016
-39.258,5.0148
-39.004,5.2196
-38.729,5.3502
-33.49,5.8493
-25.281,8.6286
-24.373,5.3773
-22.012,7.8128
-18.907,9.6083
-10.797,17.566
-9.9246,18.37
-8.8583,18.668
-8.3734,18.73
-8.2636,18.702
-8.3348,18.613
-9.5183,18.28
-13.962,15.154
-22.085,7.9946
-23.532,5.9925
-25.386,2.9688
-35.818,2.1733
-36.25,2.3575
-36.415,2.399
-36.416,2.4099
-36.405,2.4319
-36.324,2.463
-36.122,2.4012
-35.38,2.0763
-28.294,-8.3127
-28.626,-10.425
-28.984,-10.751
-29.07,-11.133
-29.119,-11.598
-29.3,-10.913
-29.565,-10.682
-29.514,-11.083
-29.381,-11.19
-28.993,-10.899
-28.796,-11.68
-28.937,-11.866
-29.39,-11.854
-31.134,-14.252
-32.006,-18.78
-31.641,-19.039
-29.901,-19.243
-29.654,-19.25
-29.571,-19.036
-29.123,-12.554
-29.312,-12.482
-29.879,-16.265
-29.478,-10.959
-29.328,-10.899
-29.53,-10.854
-28.988,-10.934
-28.646,-11.004
-28.943,-6.0741
-34.207,2.0363
-33.944,1.9023
-23.063,2.1002
-11.27,11.979
-11.108,12.67
-8.5512,18.546
-8.6527,22.991
2.0539,25.047
7.0576,24.812
10.627,27.561
7.9475,26.574
7.342,25.55
6.0258,21.623
-1.1298,21.995
-0.75685,15.644
-8.945,5.7912
-9.0046,5.0697
-8.7759,-1.5489
3.9332,-5.6683
14.972,-10.969
10.341,-9.4946
-15.577,-7.5631
-6.0873,-12.69
-6.3558,-13.462
-6.8722,-14.323
1.9476,-26.164
4.5594,-17.112
-17.026,-9.3244
-18.366,-7.5546
-33.816,-0.53135
-33.598,0.43115
-32.16,6.3983
-32.064,6.3789
-32.469,6.3554
-32.702,6.3214
-35.372,2.9418
-35.433,2.6572
-35.557,2.5159
-35.687,2.5064
-35.073,1.9889
-34.805,1.7643
-34.594,1.4297
-34.426,1.0983
-34.441,1.1104
-34.629,0.086514
-34.865,0.28924
-35.599,1.118
-37.314,3.3669
-44.962,-1.9049
-42.999,0.42241
-43.029,0.53042
-40.915,4.5156
-40.973,4.3618
-40.697,4.5809
-40.802,4.446
-42.544,2.8598
-38.194,3.9663
-38.335,3.6389
-38.25,3.4267
-42.559,0.27935
-42.571,0.13717
-42.409,0.018176
-38.634,0.14595
-38.587,-0.086692
-38.516,-0.16422
-38.332,-0.45461
-38.229,-0.26554
-36.497,3.1792
-35.964,2.9148
-35.7,2.7255
-35.113,-1.8526
-34.677,-2.1817
-34.339,-2.5206
-34.184,-3.2543
-33.853,-8.0712
-33.84,-8.1605
-33.491,-8.2633
-23.739,-6.8572
9.2425,11.851
13.682,16.623
15.956,16.767
20.966,21.621
25.676,20.06
25.596,19.79
24.988,18.925
18.057,15.984
20.2,16.528
-7.4265,-17.429
-14.753,-24.775
-10.564,-21.695
-8.7273,-25.468
-5.7554,-31.892
-6.2815,-37.52
-4.88,-37.662
-4.6276,-37.553
-4.5928,-37.458
-4.701,-37.351
-4.9287,-37.394
-5.9404,-37.107
-6.0541,-37.356
-5.471,-38.039
-5.8765,-38.052
-6.6843,-38.094
-6.8921,-38.146
-6.9977,-38.172
-7.0434,-38.194
-7.1334,-38.164
-8.9588,-37.355
-8.9379,-37.355
-7.0962,-38.096
-5.7747,-38.192
-4.42,-38.473
-2.5922,-41.003
-2.2961,-41.288
1.6284,-35.66
1.8666,-35.627
15.124,-16.645
11.256,6.5362
11.502,5.5567
13.792,-19.48
1.8193,-35.585
1.5967,-35.609
0.35707,-37.754
-1.7597,-40.462
-2.3346,-37.999
-2.569,-37.944
-2.6904,-37.949
-2.7153,-38.04
-7.2734,-36.784
-12,-36.784
-12.647,-36.314
-12.782,-35.641
-12.914,-35.597
-13.027,-35.549
-14.626,-34.549
-19.996,-30.112
-20.347,-30.23
-23.472,-33.425
-22.627,-30.373
-22.505,-30.155
-22.38,-30.078
-22.585,-29.999
-20.795,-29.921
-15.186,-34.303
-10.928,-22.577
20.848,16.524
7.1445,-5.9829
-0.72772,-27.076
-0.87087,-27.189
-10.658,-37.036
-11.171,-36.717
-7.8438,-39.023
-6.8755,-39.347
-6.8363,-39.349
-8.1932,-37.725
-8.4842,-38.006
-8.3984,-38.066
-7.7808,-39.272
-7.2053,-39.503
-6.9021,-39.699
-7.0439,-39.263
-4.414,-34.829
-4.3601,-34.32
-4.2909,-34.252
-4.4145,-34.349
-0.53753,-38.814
-2.0109,-38.09
-2.0127,-38.167
0.28261,-40.224
0.66692,-37.931
0.58366,-38.011
0.10023,-38.382
0.12544,-38.13
1.0435,-36.889
-2.0627,-37.997
-2.318,-37.81
-2.4695,-37.999
-2.5356,-37.943
-2.3634,-37.325
-5.4306,-38.323
-6.9493,-36.313
-12.092,-36.247
-12.053,-36.344
-1.3221,-25.163
23.54,16.863
25.785,18.027
26.812,19.615
27.08,20.743
27.158,20.84
27.175,20.56
26.917,19.609
25.841,18.151
21.834,9.6506
10.28,4.1158
-11.177,-37.487
-12.491,-38.537
-12.527,-38.603
-10.992,-38.574
-10.827,-36.338
-9.9234,-35.588
-9.5471,-35.09
-9.4548,-34.982
-9.5095,-34.87
-9.4405,-34.814
-11.936,-32.253
-12.018,-32.197
-6.3286,-31.846
-1.682,-33.03
-1.3723,-33.126
7.1616,-34.736
6.42,-26.853
6.9848,-25.984
9.3725,-16.822
13.49,-15.424
19.369,1.9307
20.831,0.38797
20.827,0.2134
20.686,0.052903
19.896,-0.3627
16.543,-2.0204
12.204,-3.3775
13.245,1.3781
12.765,15.469
12.933,15.419
13.312,1.3575
29.486,16.241
31.455,18.71
26.735,21.505
26.471,21.482
26.538,21.406
26.706,21.137
24.351,14.964
17.898,14.226
-7.561,-19.906
-7.8651,-20.859
-8.1115,-20.528
-8.933,-22.896
-9.0708,-23.014
